id,w,square footage,24-Hour,number,activity
03384,227.79159189,05,2,0,01
03385,1300.8183306,04,1,0,05
03386,1807.4628666,03,2,15,02
03387,1779.4119781,02,2,1,07
03388,1807.4628666,02,2,8,02
03389,897.68590511,05,2,53,02
03390,1162.262962,04,1,4,12
03391,2140.9064605,02,2,4,14
03392,1461.8570616,02,2,13,02
03393,4458.2100608,02,2,1,05
03394,953.18777657,02,2,4,15
03395,4637.8512935,03,1,0,05
03396,1667.7551609,02,2,1,26
03397,2.8602521713,10,1,6500,16
03398,1879.4560061,02,2,2,02
03399,74.844960294,08,2,20,05
03400,2249.135161,02,2,4,14
03401,1341.3092902,02,2,1,26
03402,9.2846065541,08,1,1000,16
03403,1879.4560061,02,2,1,05
03404,2758.8462992,04,2,5,14
03405,308.205725,06,2,75,14
03406,276.95327433,05,2,105,02
03407,28.661306063,09,2,260,05
03408,356.19828827,05,1,15,18
03409,170.02714092,06,2,150,02
03410,4.2903782569,09,1,2500,16
03411,1851.6697201,06,2,150,02
03412,139.16995492,06,2,60,14
03413,9.2846065541,08,1,521,16
03414,1879.4560061,02,2,12,15
03415,887.44188343,02,2,2,15
03416,213.48283968,06,2,106,23
03417,64.022070599,07,2,275,02
03418,385.90781293,06,2,22,14
03419,1851.6697201,05,2,41,23
03420,209.09996186,05,1,110,17
03421,1484.5150471,02,2,8,15
03422,519.50232556,05,2,15,25
03423,545.858121,05,2,100,02
03424,48.841044419,07,2,64,13
03425,3782.1801042,02,2,0,05
03426,26.088931937,07,2,378,02
03427,146.02126502,08,2,40,05
03428,4.54645961,09,1,3000,16
03429,190.58981791,06,2,25,13
03430,333.89502387,06,1,115,16
03431,1162.262962,05,2,12,25
03432,84.055763395,07,2,120,14
03433,961.78281331,03,2,31,08
03434,207.13166685,07,2,380,07
03435,17.191258213,06,1,100,15
03436,1130.4747375,05,2,60,02
03437,1791.3103533,03,2,23,02
03438,788.00495761,02,2,2,02
03439,639.7223438,02,2,1,02
03440,968.32406379,03,2,31,15
03441,62.141439538,10,2,4500,02
03442,657.71092576,05,2,65,02
03443,1807.4628666,03,2,4,25
03444,281.10925465,05,2,55,23
03445,3782.1801042,02,2,0,26
03446,1461.8570616,02,1,1,91
03447,356.19828827,05,1,21,18
03448,657.71092576,04,1,90,02
03449,50.31915606,07,2,350,02
03450,86.870506742,07,2,8,05
03451,324.95340078,05,2,48,05
03452,403.26234933,06,2,81,14
03453,1197.3864068,02,2,5,15
03454,1828.0523467,02,2,0,05
03455,23.717553485,07,2,8,05
03456,788.00495761,04,2,6,12
03457,276.95327433,05,2,20,05
03458,697.46961475,03,2,26,23
03459,1451.6174232,02,2,1,05
03460,1807.4628666,02,2,3,26
03461,1655.242098,02,2,6,08
03462,825.40232224,02,2,2,13
03463,1868.403437,02,2,3,02
03464,360.20249118,06,2,10,05
03465,1667.7551609,02,2,8,25
03466,1197.3864068,03,2,8,02
03467,157.11184884,06,2,60,06
03468,1155.42801,03,2,7,26
03469,9.2846065541,08,1,850,16
03470,737.87538195,03,2,15,23
03471,3231.2895441,03,2,4,23
03472,7.1506304282,09,1,500,16
03473,90.622000825,07,2,300,07
03474,171.86695171,07,1,28,18
03475,126.64688796,06,2,215,02
03476,344.88529993,08,1,150,25
03477,1667.7551609,03,2,40,02
03478,249.44526964,06,2,46,05
03479,55.969326157,06,2,323,02
03480,3782.1801042,02,2,5,15
03481,1522.9817889,03,2,1,25
03482,961.78281331,02,2,5,15
03483,84.055763395,07,2,100,14
03484,9.2846065541,09,1,750,16
03485,1851.6697201,03,2,4,02
03486,52.146233763,08,2,580,02
03487,653.84310688,04,2,26,23
03488,657.71092576,05,2,27,05
03489,247.57369734,05,2,6,13
03490,1851.6697201,02,2,1,26
03491,1868.403437,02,2,20,02
03492,484.85166373,04,1,10,02
03493,249.44526964,05,2,17,26
03494,1484.5150471,04,2,6,26
03495,1484.5150471,03,2,1,12
03496,639.7223438,04,2,10,05
03497,279.45612766,06,2,62,23
03498,1117.7421223,04,2,5,26
03499,583.6267448,05,2,35,06
03500,1879.4560061,02,2,2,08
03501,48.841044419,03,2,1,02
03502,639.7223438,03,2,8,23
03503,1162.262962,04,2,72,02
03504,25.322576596,09,2,63,05
03505,3231.2895441,02,2,8,02
03506,1851.6697201,02,2,1,26
03507,308.205725,05,2,22,14
03508,549.48081395,05,2,8,23
03509,115.00317705,07,1,115,17
03510,1851.6697201,02,2,2,02
03511,209.09996186,05,1,65,17
03512,1162.262962,04,2,50,13
03513,1828.0523467,02,2,5,05
03514,1729.17335,02,2,2,02
03515,1451.6174232,03,2,2,14
03516,1667.7551609,02,2,5,02
03517,50.31915606,07,2,150,02
03518,657.71092576,06,2,50,04
03519,1729.17335,02,2,1,25
03520,1134.749884,03,2,5,14
03521,1807.4628666,04,2,0,01
03522,1851.6697201,03,2,4,25
03523,1522.9817889,02,2,8,25
03524,247.69461038,08,1,150,25
03525,356.19828827,05,2,14,14
03526,1484.5150471,02,2,1,12
03527,503.86330813,04,2,17,14
03528,1879.4560061,02,2,3,06
03529,1867.0570666,02,1,0,05
03530,1069.3275783,03,2,2,12
03531,920.12358315,03,2,15,23
03532,1162.262962,04,2,10,05
03533,1484.5150471,02,2,11,02
03534,126.26687703,06,2,0,01
03535,6.2033310948,09,2,1825,02
03536,4458.2100608,02,2,0,05
03537,1667.7551609,02,2,6,02
03538,1117.7421223,03,2,9,23
03539,3782.1801042,05,2,0,01
03540,73.697716743,08,1,5,05
03541,139.16995492,06,2,55,14
03542,51.110778412,06,2,115,06
03543,1023.6082023,03,2,2,13
03544,1667.7551609,03,2,8,02
03545,178.39372759,04,2,3,13
03546,1807.4628666,04,2,0,01
03547,158.29956057,06,2,250,02
03548,1851.6697201,02,2,3,25
03549,1387.0765871,02,2,5,06
03550,356.19828827,05,2,84,07
03551,1667.7551609,02,2,2,26
03552,1522.9817889,02,2,2,26
03553,3782.1801042,02,2,2,13
03554,1729.17335,03,2,1,12
03555,499.1203535,02,1,3,18
03556,138.56608864,07,2,100,14
03557,1117.7421223,04,2,20,05
03558,316.10959625,04,2,37,23
03559,50.31915606,07,2,200,02
03560,1117.7421223,03,2,9,12
03561,9.2846065541,08,1,800,16
03562,653.84310688,05,1,1,12
03563,28.661306063,08,2,1000,02
03564,279.45612766,04,2,4,12
03565,484.85166373,04,2,8,14
03566,48.841044419,06,2,350,02
03567,657.71092576,05,2,19,23
03568,1276.538624,03,2,24,23
03569,44.147752442,06,2,125,02
03570,1879.4560061,02,1,6,06
03571,48.841044419,08,2,5,01
03572,787.07922084,05,2,50,05
03573,74.844960294,08,2,11,05
03574,25.322576596,06,1,25,17
03575,1461.8570616,02,2,0,01
03576,1117.7421223,02,2,1,02
03577,23.717553485,08,2,1000,02
03578,1155.42801,04,2,47,02
03579,9.2846065541,08,1,900,16
03580,1868.403437,02,2,5,06
03581,1667.7551609,03,2,1,13
03582,904.01813769,05,2,50,02
03583,1461.8570616,02,1,1,91
03584,1868.403437,02,2,2,25
03585,25.322576596,09,1,1600,02
03586,2.9205265823,08,1,465,16
03587,9.0929192199,08,1,1000,04
03588,19.690263031,08,2,1200,02
03589,1130.4747375,03,2,12,05
03590,647.9871845,04,2,19,12
03591,63.073938349,04,1,30,91
03592,177.34464265,04,2,17,05
03593,62.65939721,07,2,20,05
03594,484.85166373,04,1,3,18
03595,5.9826838935,09,1,3000,16
03596,4.6524983211,10,2,6500,02
03597,9.4121482693,09,1,2000,16
03598,249.44526964,05,2,150,02
03599,9.2846065541,08,1,600,16
03600,1879.4560061,03,2,5,02
03601,692.22122089,05,1,2,05
03602,292.10941321,05,2,40,08
03603,171.86695171,06,2,45,14
03604,772.43118787,02,2,0,05
03605,385.90781293,04,1,3,18
03606,920.12358315,02,2,15,15
03607,2249.135161,04,2,3,14
03608,1879.4560061,02,2,8,02
03609,19.690263031,08,1,375,16
03610,751.72654486,02,2,1,12
03611,48.841044419,09,2,652,02
03612,75.266531991,02,2,5,02
03613,233.69241893,07,2,600,02
03614,1667.7551609,02,2,3,26
03615,887.44188343,04,2,43,08
03616,3782.1801042,03,2,0,91
03617,1807.4628666,02,2,1,12
03618,23.717553485,04,2,29,15
03619,1828.0523467,03,2,6,26
03620,316.08389453,02,2,2,02
03621,84.055763395,08,1,60,18
03622,69.23525005,07,2,86,23
03623,123.87902675,07,2,50,05
03624,30.431064391,08,1,70,07
03625,276.95327433,06,2,112,23
03626,25.322576596,05,2,12,26
03627,15.945623796,10,1,750,18
03628,2140.9064605,03,2,16,14
03629,31.847187548,05,2,60,02
03630,31.847187548,08,2,150,05
03631,62.963331987,07,1,45,18
03632,5.0164338376,10,1,4750,13
03633,1451.6174232,02,2,4,02
03634,315.52020061,06,2,104,02
03635,6.6318618244,07,1,200,16
03636,23.717553485,08,2,999,02
03637,178.39372759,07,2,9,05
03638,857.77359907,04,2,1,13
03639,175.75631596,06,2,50,13
03640,55.969326157,05,2,100,02
03641,17.175886383,06,2,7,13
03642,212.42624205,06,2,250,02
03643,156.28352071,06,1,110,16
03644,1879.4560061,02,2,3,02
03645,4458.2100608,03,2,1,26
03646,583.35116997,02,2,10,02
03647,605.11988636,04,1,0,12
03648,1023.6082023,04,2,22,02
03649,8.1701673146,09,1,150,16
03650,48.841044419,07,2,80,23
03651,1851.6697201,02,2,4,02
03652,1879.4560061,04,2,0,01
03653,1274.2560839,02,2,6,02
03654,139.16995492,07,2,42,14
03655,1387.0765871,02,2,0,13
03656,697.46961475,02,1,25,15
03657,1807.4628666,02,2,2,15
03658,1134.749884,04,2,1,13
03659,1807.4628666,02,2,5,02
03660,1451.6174232,04,2,45,25
03661,1849.1849629,02,2,3,14
03662,392.2691563,05,1,13,18
03663,360.21806967,06,2,70,14
03664,647.9871845,04,2,19,12
03665,1162.262962,04,2,50,02
03666,25.322576596,10,2,6500,02
03667,632.51710677,04,2,21,26
03668,144.55799843,07,2,57,25
03669,1117.7421223,04,2,73,08
03670,653.84310688,04,2,30,13
03671,1867.0570666,04,2,25,05
03672,85.753918375,05,2,23,05
03673,139.16995492,05,2,50,14
03674,1381.4211073,02,2,12,15
03675,63.073938349,05,1,10,12
03676,1276.538624,03,2,0,01
03677,4.9021003888,10,1,3000,16
03678,1162.262962,03,2,35,05
03679,632.51710677,05,2,36,02
03680,316.26326145,06,2,50,14
03681,356.19828827,04,2,55,02
03682,55.969326157,07,1,100,05
03683,19.690263031,05,2,200,02
03684,366.15594072,06,2,40,14
03685,165.108033,05,1,100,16
03686,52.146233763,08,2,450,02
03687,212.42624205,06,1,34,18
03688,308.205725,05,2,27,14
03689,62.703017691,08,2,184,23
03690,1851.6697201,02,2,1,25
03691,503.86330813,03,2,3,13
03692,737.87538195,05,2,29,23
03693,10.636032825,08,1,500,16
03694,23.717553485,02,2,9,02
03695,50.31915606,07,2,401,02
03696,1197.3864068,02,2,6,02
03697,48.841044419,06,2,246,02
03698,233.30275282,06,2,0,01
03699,647.9871845,05,2,60,02
03700,1667.7551609,02,2,1,26
03701,1879.4560061,03,2,3,12
03702,1867.0570666,03,2,20,05
03703,583.35116997,05,2,5,26
03704,1031.3463294,04,2,2,12
03705,1807.4628666,02,2,7,12
03706,53.724372726,07,2,522,02
03707,887.44188343,02,2,3,02
03708,23.717553485,09,2,1250,02
03709,74.844960294,07,2,84,05
03710,789.93659277,04,2,10,08
03711,9.2846065541,08,1,1000,16
03712,48.841044419,08,2,163,23
03713,1879.4560061,02,2,2,26
03714,2140.9064605,02,2,4,12
03715,1892.4562717,03,2,6,23
03716,48.841044419,08,2,418,02
03717,1667.7551609,02,1,1,05
03718,84.055763395,07,2,90,05
03719,1031.3463294,02,2,6,25
03720,23.717553485,09,2,925,02
03721,53.724372726,07,2,400,02
03722,9.8042007776,10,2,500,13
03723,21.560340296,08,2,101,14
03724,3855.0841305,02,2,0,05
03725,249.44526964,06,1,428,02
03726,1387.0765871,03,2,17,26
03727,84.055763395,07,2,97,14
03728,1807.4628666,02,2,1,26
03729,281.10925465,06,2,130,05
03730,90.370908183,08,2,120,05
03731,1461.8570616,02,2,10,12
03732,1461.8570616,04,2,4,12
03733,23.251171658,08,2,50,05
03734,751.72654486,05,1,8,18
03735,84.58932707,06,2,84,14
03736,1849.1849629,02,1,4,18
03737,17.175886383,09,1,170,18
03738,1868.403437,02,2,3,02
03739,23.717553485,09,1,110,18
03740,48.841044419,06,2,250,02
03741,62.141439538,06,2,5,13
03742,141.92588364,07,2,130,14
03743,469.38782931,06,2,25,25
03744,30.431064391,07,2,42,13
03745,1274.2560839,02,2,1,25
03746,90.370908183,07,2,25,05
03747,961.78281331,02,1,5,15
03748,25.322576596,09,2,2500,25
03749,2.6527447297,09,1,2500,16
03750,247.69461038,08,1,125,25
03751,1729.17335,02,2,1,12
03752,10.855829416,09,2,275,02
03753,356.19828827,04,2,25,14
03754,887.44188343,03,2,14,15
03755,148.05541634,05,2,28,26
03756,453.36348647,07,1,15,02
03757,23.717553485,02,2,3,02
03758,231.99496099,07,1,80,25
03759,281.10925465,05,1,100,02
03760,1145.0798138,04,2,35,23
03761,964.60413185,03,2,10,25
03762,639.7223438,02,2,7,15
03763,1851.6697201,02,2,6,26
03764,1879.4560061,03,2,4,13
03765,1023.6082023,04,2,9,12
03766,1868.403437,02,2,2,06
03767,583.35116997,04,2,28,02
03768,1461.8570616,02,2,0,12
03769,1655.242098,02,2,2,06
03770,239.38538189,07,2,65,14
03771,2249.135161,04,2,75,26
03772,26.088931937,07,1,368,02
03773,657.71092576,05,2,25,06
03774,1387.0765871,02,2,3,02
03775,279.45612766,05,2,30,13
03776,1807.4628666,02,2,2,12
03777,148.30270094,07,2,244,02
03778,1791.3103533,02,2,3,06
03779,1031.3463294,03,2,23,02
03780,53.724372726,07,1,275,02
03781,1879.4560061,02,2,4,26
03782,25.322576596,09,2,110,24
03783,1868.403437,03,2,2,91
03784,1729.17335,02,2,1,26
03785,226.82776714,07,1,235,25
03786,139.16995492,05,2,25,14
03787,1807.4628666,02,2,3,02
03788,1522.9817889,02,2,1,12
03789,653.84310688,05,2,7,13
03790,276.95327433,07,2,126,23
03791,1461.8570616,02,2,3,25
03792,1130.4747375,05,2,20,05
03793,1130.4747375,04,2,5,02
03794,15.945623796,07,2,150,13
03795,1851.6697201,04,2,24,02
03796,274.454839,07,2,120,23
03797,624.95414063,03,1,2,18
03798,1807.4628666,02,2,3,02
03799,1807.4628666,02,2,3,05
03800,1522.9817889,02,2,3,26
03801,3782.1801042,02,2,0,01
03802,657.71092576,05,2,11,13
03803,9.2846065541,07,1,400,16
03804,9.2846065541,08,1,650,16
03805,1341.3092902,04,2,16,26
03806,583.6267448,05,2,28,23
03807,1791.3103533,03,2,5,02
03808,639.7223438,02,2,5,26
03809,115.00317705,07,1,275,17
03810,3231.2895441,03,2,0,26
03811,1879.4560061,03,2,35,05
03812,360.21806967,05,1,25,17
03813,964.60413185,03,2,21,02
03814,953.18777657,04,2,12,01
03815,1779.4119781,02,1,0,18
03816,1522.9817889,02,2,8,14
03817,632.51710677,04,2,10,23
03818,2.8602521713,10,1,3000,16
03819,15.945623796,09,1,30,18
03820,9.2846065541,08,1,1000,16
03821,961.78281331,02,2,1,15
03822,48.841044419,08,1,350,02
03823,148.05541634,04,1,4,12
03824,1155.42801,04,2,5,12
03825,1155.42801,04,2,28,02
03826,226.82776714,07,2,29,13
03827,639.7223438,06,2,27,26
03828,1791.3103533,02,2,1,12
03829,3782.1801042,04,2,0,05
03830,311.6023823,06,2,42,12
03831,657.71092576,04,2,10,26
03832,4.6524983211,10,2,3000,02
03833,1117.7421223,04,2,9,04
03834,23.717553485,04,2,15,02
03835,2249.135161,03,2,3,91
03836,1145.0798138,05,2,12,05
03837,953.18777657,02,2,3,15
03838,1522.9817889,02,2,1,12
03839,242.08690218,06,1,50,17
03840,1276.538624,02,2,5,15
03841,1807.4628666,04,2,1,13
03842,1791.3103533,03,2,3,02
03843,25.322576596,08,2,350,02
03844,1849.1849629,03,2,8,14
03845,1791.3103533,02,2,1,25
03846,30.431064391,08,2,31,13
03847,1134.749884,04,2,9,05
03848,2.6527447297,10,1,2500,16
03849,51.110778412,08,2,400,02
03850,1807.4628666,04,2,8,26
03851,251.43274881,06,2,70,12
03852,146.02126502,07,2,30,05
03853,1559.8286174,02,2,3,02
03854,52.146233763,08,2,1519,02
03855,1130.4747375,04,2,50,07
03856,52.347346111,05,2,3,26
03857,1162.262962,04,2,10,25
03858,139.16995492,07,2,80,14
03859,1868.403437,02,2,2,25
03860,234.7079795,08,1,2,18
03861,6.6231252265,10,1,2200,02
03862,9.2846065541,08,1,1500,16
03863,1197.3864068,02,2,7,23
03864,385.90781293,03,2,0,01
03865,1851.6697201,02,2,3,25
03866,1162.262962,04,2,16,26
03867,9.2846065541,08,1,2500,16
03868,3.9791170946,09,1,900,16
03869,1276.538624,02,2,5,15
03870,209.09996186,06,2,83,14
03871,82.963714446,06,2,17,05
03872,2140.9064605,02,2,1,14
03873,964.60413185,05,2,20,26
03874,499.1203535,04,1,6,18
03875,356.19828827,03,1,3,18
03876,1851.6697201,02,2,4,13
03877,259.35186162,06,2,70,14
03878,25.322576596,09,1,2000,02
03879,139.16995492,06,2,65,14
03880,25.57282768,10,2,203,13
03881,50.31915606,07,2,130,02
03882,45.013907856,09,1,600,13
03883,1484.5150471,02,2,1,25
03884,281.10925465,05,2,5,08
03885,1851.6697201,02,1,10,13
03886,1807.4628666,04,2,29,05
03887,1879.4560061,03,2,0,13
03888,1879.4560061,02,2,3,05
03889,1849.1849629,03,2,40,14
03890,772.43118787,02,2,5,15
03891,48.841044419,06,2,51,23
03892,1655.242098,04,2,68,02
03893,1522.9817889,03,2,4,12
03894,1831.778257,02,1,3,18
03895,19.690263031,08,2,400,25
03896,84.055763395,07,2,249,14
03897,24.435334858,07,1,441,02
03898,1162.262962,04,2,35,26
03899,3231.2895441,03,2,5,25
03900,52.146233763,08,2,109,23
03901,1868.403437,02,2,1,05
03902,1807.4628666,04,2,20,02
03903,941.81790866,02,2,2,13
03904,511.57322024,03,2,0,01
03905,789.93659277,02,2,6,15
03906,48.841044419,03,1,13,02
03907,1729.17335,02,2,15,02
03908,23.717553485,08,2,354,02
03909,4.2903782569,10,1,3500,16
03910,583.35116997,02,2,5,14
03911,403.26234933,06,2,40,14
03912,48.841044419,08,2,114,23
03913,1867.0570666,03,2,0,01
03914,4.54645961,10,1,1800,16
03915,1155.42801,04,2,9,05
03916,1155.42801,02,2,6,25
03917,9.2846065541,08,1,1000,16
03918,1117.7421223,04,2,3,14
03919,223.432906,06,2,85,02
03920,1387.0765871,03,2,0,05
03921,90.622000825,09,1,75,18
03922,49.819846944,07,2,40,13
03923,810.40542332,02,2,10,15
03924,1868.403437,02,2,4,25
03925,1162.262962,02,2,12,02
03926,653.05875273,04,1,15,14
03927,48.841044419,08,2,354,02
03928,1807.4628666,02,2,8,02
03929,1828.0523467,03,2,27,02
03930,777.87987978,02,2,15,08
03931,1807.4628666,04,2,1,12
03932,1879.4560061,03,1,1,06
03933,267.92535532,05,2,25,08
03934,207.13166685,06,2,70,14
03935,2758.8462992,02,2,11,12
03936,1197.3864068,02,2,3,02
03937,140.2397998,06,2,0,01
03938,713.63548683,06,1,50,17
03939,941.81790866,03,2,10,12
03940,503.86330813,02,2,2,14
03941,961.78281331,02,2,3,08
03942,1729.17335,02,2,1,26
03943,30.431064391,07,2,200,14
03944,1145.0798138,03,2,1,12
03945,48.841044419,06,2,94,23
03946,19.690263031,08,1,250,18
03947,48.841044419,07,2,147,23
03948,1522.9817889,03,2,17,02
03949,79.349652692,06,2,50,02
03950,1196.8044172,02,2,5,08
03951,1879.4560061,02,2,0,05
03952,178.39372759,05,2,4,25
03953,1868.403437,02,2,0,01
03954,207.13166685,07,1,5,18
03955,62.703017691,06,2,200,02
03956,1807.4628666,02,2,1,25
03957,1451.6174232,02,2,3,26
03958,579.24782974,05,2,8,25
03959,183.79258523,07,2,600,02
03960,1197.3864068,02,2,2,26
03961,624.95414063,04,1,2,18
03962,259.35186162,05,1,9,18
03963,1729.17335,03,2,3,25
03964,23.717553485,10,2,400,24
03965,632.51710677,06,2,29,23
03966,196.32203422,02,2,10,08
03967,3782.1801042,02,2,3,05
03968,356.19828827,04,1,10,18
03969,1879.4560061,03,2,25,02
03970,299.99911333,06,2,5,05
03971,1117.7421223,03,2,16,06
03972,647.9871845,04,2,5,25
03973,1791.3103533,02,2,10,26
03974,1729.17335,03,2,6,13
03975,1834.9655411,03,2,2,26
03976,1451.6174232,03,1,3,13
03977,249.44526964,05,2,9,05
03978,55.549391794,05,2,4,91
03979,564.50825256,03,2,0,05
03980,49.819846944,09,2,1000,24
03981,196.32203422,05,2,52,23
03982,360.21806967,05,2,100,14
03983,385.90781293,06,2,47,14
03984,53.724372726,07,2,700,02
03985,24.824633604,08,1,100,13
03986,1117.7421223,04,2,12,26
03987,63.073938349,05,2,12,25
03988,55.969326157,06,2,136,02
03989,125.65044,07,2,99,14
03990,86.870506742,08,2,60,05
03991,25.322576596,08,2,1000,02
03992,657.71092576,06,2,20,26
03993,1879.4560061,02,2,4,12
03994,10.010882599,09,1,600,16
03995,1667.7551609,03,2,6,12
03996,51.110778412,05,2,12,05
03997,503.86330813,02,2,1,12
03998,1807.4628666,03,2,3,02
03999,1779.4119781,03,2,8,13
04000,281.10925465,06,2,48,14
04001,576.52503128,02,1,3,06
04002,787.07922084,05,2,50,26
04003,139.16995492,04,2,3,14
04004,1791.3103533,02,2,2,06
04005,62.703017691,07,2,0,01
04006,23.717553485,02,2,3,02
04007,3231.2895441,02,1,0,05
04008,4.54645961,08,2,910,04
04009,961.78281331,02,2,30,15
04010,15.945623796,10,2,4000,02
04011,90.370908183,09,2,175,05
04012,511.87856803,03,2,6,14
04013,23.717553485,09,2,200,05
04014,179.8588921,07,2,0,01
04015,23.251171658,08,2,300,07
04016,15.945623796,07,1,20,14
04017,1522.9817889,02,2,8,26
04018,961.78281331,02,2,1,26
04019,9.2846065541,08,1,350,16
04020,647.9871845,06,2,35,25
04021,1791.3103533,02,1,3,26
04022,281.10925465,04,2,14,02
04023,1849.1849629,02,2,2,14
04024,25.322576596,08,2,425,02
04025,311.1344891,06,2,35,14
04026,1559.8286174,04,2,2,25
04027,1794.7390012,04,2,15,25
04028,23.717553485,03,2,9,02
04029,632.51710677,05,2,7,13
04030,19.382847633,02,2,1,15
04031,4637.8512935,02,2,2,05
04032,213.48283968,05,2,15,01
04033,1155.42801,02,2,4,02
04034,52.146233763,06,2,83,23
04035,1522.9817889,02,2,10,02
04036,1868.403437,02,2,2,25
04037,226.82776714,05,2,40,06
04038,84.055763395,04,2,102,02
04039,1170.3023772,04,2,13,23
04040,9.0929192199,06,2,150,15
04041,25.322576596,08,2,650,02
04042,86.870506742,08,2,60,05
04043,789.93659277,02,2,8,15
04044,175.75631596,04,2,1,26
04045,86.870506742,06,2,15,05
04046,23.717553485,02,2,6,02
04047,777.87987978,02,2,0,01
04048,1828.0523467,03,2,5,02
04049,33.266397253,10,1,147,05
04050,446.24136591,04,2,14,23
04051,1729.17335,03,2,6,25
04052,145.50390319,05,2,35,08
04053,583.6267448,05,2,200,02
04054,48.841044419,05,2,155,02
04055,751.72654486,02,1,6,18
04056,1868.403437,02,2,1,26
04057,3.9791170946,10,1,2300,16
04058,281.10925465,04,2,65,02
04059,324.95340078,07,2,2,05
04060,1197.3864068,02,2,0,01
04061,25.322576596,10,2,388,24
04062,316.08389453,05,2,50,14
04063,1451.6174232,02,2,4,02
04064,1879.4560061,02,2,2,02
04065,1868.403437,04,2,2,05
04066,3.9670165767,10,1,2750,16
04067,52.146233763,07,2,77,23
04068,12.857760431,09,1,1705,16
04069,9.0929192199,08,1,175,04
04070,6.2033310948,10,2,2500,02
04071,25.322576596,08,2,304,02
04072,1107.7533448,05,2,3,12
04073,148.30270094,07,2,550,02
04074,177.34464265,04,1,3,12
04075,1387.0765871,02,2,3,26
04076,19.690263031,08,1,300,16
04077,55.969326157,07,2,17,05
04078,1276.538624,02,2,4,15
04079,1276.538624,02,2,2,15
04080,55.549391794,05,2,7,91
04081,545.858121,06,2,215,02
04082,918.02992474,04,2,20,12
04083,1451.6174232,03,2,4,25
04084,139.16995492,06,1,21,18
04085,356.19828827,07,2,85,14
04086,1387.0765871,02,2,3,02
04087,1155.42801,03,2,10,25
04088,1341.3092902,02,2,2,13
04089,1879.4560061,02,2,4,02
04090,356.19828827,07,2,63,14
04091,24.824633604,08,1,130,14
04092,3231.2895441,02,2,0,26
04093,583.35116997,04,2,14,14
04094,1807.4628666,02,1,0,01
04095,2249.135161,02,2,3,26
04096,1807.4628666,03,2,6,26
04097,1807.4628666,02,2,1,25
04098,1807.4628666,03,2,25,12
04099,62.141439538,08,2,807,02
04100,1484.5150471,03,2,6,26
04101,15.945623796,09,1,80,18
04102,1341.3092902,02,2,0,13
04103,751.72654486,02,2,5,05
04104,583.6267448,05,2,40,25
04105,151.9051152,07,2,9,05
04106,365.05873439,07,2,5,13
04107,25.069963753,09,1,2500,13
04108,84.055763395,08,2,179,14
04109,1162.262962,03,1,10,18
04110,1098.7875602,03,2,31,02
04111,1130.4747375,03,2,20,02
04112,90.622000825,09,1,300,18
04113,626.86457515,04,2,1,13
04114,961.78281331,02,1,7,15
04115,73.697716743,06,2,63,05
04116,270.6414711,07,2,2,05
04117,10.867118797,09,1,1300,16
04118,1522.9817889,02,2,1,05
04119,1851.6697201,02,2,3,25
04120,9.2846065541,08,1,550,16
04121,217.11766093,05,2,50,02
04122,440.0460563,04,2,4,23
04123,16.670351903,09,2,2500,02
04124,1145.0798138,04,2,10,05
04125,3782.1801042,03,2,0,01
04126,1868.403437,02,2,1,02
04127,503.86330813,04,2,0,01
04128,787.07922084,04,2,6,25
04129,961.78281331,02,2,3,15
04130,1555.00164,02,2,8,91
04131,1828.0523467,03,2,8,91
04132,1807.4628666,02,2,12,14
04133,10.546071367,09,1,1200,07
04134,207.13166685,05,1,70,07
04135,311.1344891,07,2,85,14
04136,532.96366558,03,2,0,01
04137,1130.4747375,02,2,0,05
04138,1849.1849629,02,2,1,14
04139,2.8602521713,10,1,4250,16
04140,1522.9817889,02,2,2,26
04141,299.39484032,06,1,75,17
04142,190.58981791,06,2,40,91
04143,503.86330813,03,2,6,14
04144,212.42624205,06,2,150,04
04145,1655.242098,02,2,2,06
04146,632.51710677,05,2,10,05
04147,1023.6082023,05,2,91,02
04148,833.26955033,06,2,0,01
04149,1274.2560839,02,2,3,26
04150,356.19828827,05,1,50,18
04151,1341.3092902,03,2,11,05
04152,52.146233763,05,2,9,15
04153,19.690263031,09,1,400,02
04154,48.841044419,07,1,48,06
04155,551.19193624,07,2,0,01
04156,1667.7551609,02,2,3,02
04157,48.841044419,07,2,80,13
04158,1387.0765871,02,2,0,13
04159,84.055763395,08,2,225,14
04160,918.02992474,04,2,100,08
04161,1484.5150471,02,2,5,05
04162,1274.2560839,02,2,4,02
04163,1828.0523467,03,2,5,05
04164,209.09996186,06,2,49,14
04165,908.28279654,04,2,125,15
04166,226.82776714,05,2,80,05
04167,48.841044419,02,2,5,02
04168,74.844960294,08,2,425,02
04169,23.717553485,08,2,22,05
04170,789.93659277,02,1,3,15
04171,6.6318618244,09,1,800,16
04172,1791.3103533,02,2,1,26
04173,28.661306063,10,2,90,05
04174,23.251171658,02,2,8,02
04175,1729.17335,02,2,4,12
04176,1387.0765871,02,2,0,05
04177,15.945623796,08,2,371,07
04178,1868.403437,02,2,1,26
04179,1807.4628666,02,2,1,13
04180,961.78281331,04,2,15,15
04181,62.584971321,06,2,58,91
04182,1031.3463294,02,2,5,02
04183,15.945623796,06,2,45,14
04184,953.18777657,02,2,4,15
04185,62.705538895,08,2,100,91
04186,1807.4628666,02,2,7,05
